site,release_site,date_released,time_released,number_released,median_fork_length_released,release_id,days_held_post_mark,day_or_night_release,release_temp,release_flow,release_turbidity
Clear Creek,VB,2021-11-16,-53016282720:00:00,583,34,CLR719,1,night,54.9,236.5,3.34
Clear Creek,CCRB,2021-11-22,-53016203520:00:00,342,34,CLR720,1,night,54.13,227,N/A
Clear Creek,VB,2021-11-30,-53016347520:00:00,452,33,CLR721,1,night,54,224,1.1599999999999999
Clear Creek,CCRB,2021-11-30,-53016311520:00:00,358,34,CLR722,1,night,53.86,224,1.48
Clear Creek,VB,2021-12-05,-53016300000:00:00,409,34,CLR723,1,night,52.9,224,1.1200000000000001
Clear Creek,CCRB,2021-12-05,-53016243840:00:00,310,32,CLR724,1,night,53.91,224,1.63
Clear Creek,VB,2021-12-27,-53016117120:00:00,452,35,CLR725,1,night,47,290,2
Clear Creek,CCRB,2021-12-27,-53016069600:00:00,314,36,CLR726,1,night,47.38,290,2.25
Clear Creek,VB,2022-01-20,-53016321600:00:00,499,36,CLR727,1,night,49.5,252,1.63
Clear Creek,CCRB,2022-01-20,-53016285600:00:00,283,38,CLR728,1,night,49.25,252,1.39
Clear Creek,VB,2022-02-01,-53016256800:00:00,508,0,CLR729,1,night,47,233,1.67
Clear Creek,VB,2022-02-08,-53016269760:00:00,604,0,CLR730,1,night,50.3,199,1.52
Clear Creek,P4,2022-02-16,-53016245280:00:00,476,33,CLR731,1,night,50.4,227,1.02
Clear Creek,CCRB,2022-12-29,-53016350400:00:00,742,35,CLR732,1,night,48.45,284,5.42
Clear Creek,VB,2022-12-29,-53016336000:00:00,594,38,CLR733,1,night,48.5,284,N/A
Clear Creek,VB,2023-02-08,-53016508800:00:00,486,37,CLR734,1,night,48.4,233,NA
Clear Creek,VB,2024-01-02,-53016357600:00:00,489,36,CLR735,1,night,NA,369,2.2400000000000002
Clear Creek,CCRB,2024-01-02,-53016323040:00:00,288,36,CLR736,1,night,NA,369,2.37
Clear Creek,VB,2024-01-09,-53016317280:00:00,445,36,CLR737,1,night,49,251,2.23
Clear Creek,CCRB,2024-01-09,NA,NA,NA,CLR738,1,NA,NA,NA,NA
Clear Creek,VB,2024-01-16,-53016275520:00:00,1035,36,CLR739,1,night,47.1,337,NA
Clear Creek,CCRB,2024-01-16,-53016245280:00:00,328,36,CLR740,1,night,47.56,341,NA
Clear Creek,VB,2024-02-08,-53016271200:00:00,680,36,CLR741,1,night,NA,424,3.83
