"station_code","sample_date","sample_time","sample_id","depth_adjust","avg_time_per_rev","flow_start_meter","flow_end_meter","flow_set_time","river_left_depth","river_center_depth","river_right_depth","thalweg","cone","start_counter","counter","debris_tubs","velocity","turbidity","trap_fishing","partial_sample","sub_week","trap_start_date","trap_start_time","weather","habitat","trap_sample_type","diel","debris_type","gear_condition","baileys_efficiency"
"LCC","2022-02-06","10:28:00","037_22",28,51,861000,868932,360,3.7,3.7,3.5,TRUE,0.5,0,1906,0.5,1.92791666666667,0.94999999,TRUE,FALSE,"A","2022-02-05","10:26:11","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-06","08:29:00","037_22",29,45,391000,397815,300,4.8000002,4.8000002,4.5999999,TRUE,1,0,5492,0.60000002,1.98770833333333,3.4400001,TRUE,FALSE,"A","2022-02-05","14:43:51","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-06","08:22:35","037_22",30,21,847000,860668,370,3.5,3.8,3.9000001,TRUE,0.5,0,11000,1.2,3.2322972972973,1.11,TRUE,FALSE,"A","2022-02-05","08:50:30","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-07","09:04:00","038_22",29,28,869000,881495,327,3.8,3.9000001,4,TRUE,0.5,0,8087,0.69999999,3.34346330275229,0.99000001,TRUE,FALSE,"A","2022-02-06","08:22:35","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-07","11:23:00","038_22",28,53,882000,889597,349,3.8,3.8,3.7,TRUE,0.5,0,5229,0.30000001,1.90469197707736,1.23,TRUE,FALSE,"A","2022-02-06","10:28:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-08","10:30:00","039_22",28,51,900000,908158,361,3.8,3.8,3.5999999,TRUE,0.5,0,5137,0.30000001,1.97735457063712,1.34,TRUE,FALSE,"A","2022-02-07","11:23:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-08","12:35:00","039_22",28,44,409000,415692,300,4.8000002,4.8000002,4.5999999,TRUE,1,0,6030,0.5,1.95183333333333,1.7,TRUE,FALSE,"A","2022-02-07","10:52:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","There is a partial block in the cone",NA
"UCC","2022-02-08","09:10:39","039_22",29,21,889000,900470,301,3.7,3.8,3.9000001,TRUE,0.5,0,11000,0.40000001,3.33430232558139,1.01,TRUE,FALSE,"A","2022-02-07","09:04:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-09","08:39:30","040_22",29,21,908000,919264,300,3.5,3.8,3.8,TRUE,0.5,0,12094,1.3,3.28533333333333,0.93000001,TRUE,FALSE,"A","2022-02-08","09:10:39","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-09","11:40:00","040_22",29,51,416000,424555,300,4.8000002,4.6999998,4.6999998,TRUE,1,0,5277,0.25,2.49520833333333,1.6799999,TRUE,FALSE,"A","2022-02-08","12:35:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-09","10:23:25","040_22",28,56,919000,925874,315,3.5,3.5999999,3.5999999,TRUE,0.5,0,4916,0.60000002,1.90944444444444,NA,TRUE,FALSE,"A","2022-02-08","10:30:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-10","07:59:07","041_22",29,22,926000,937582,300,NA,NA,NA,TRUE,0.5,0,12000,1,3.37808333333333,0.88999999,TRUE,FALSE,"A","2022-02-09","08:39:30","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-10","08:48:52","041_22",28,58,938000,944387,300,3.7,3.7,3.7,TRUE,0.5,0,4476,0.80000001,1.862875,1.12,TRUE,FALSE,"A","2022-02-09","10:23:25","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-10","14:04:36","041_22",29,56,425000,431767,300,4.9000001,4.8000002,4.5999999,TRUE,1,0,6143,0.60000002,1.97370833333333,1.6900001,TRUE,FALSE,"A","2022-02-09","11:40:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-11","10:21:29","042_22",28,53,960000,966883,301,3.7,3.5,3.3,TRUE,0.5,0,5013,0.30000001,2.00087209302326,1.04,TRUE,TRUE,"A","2022-02-10","08:48:52","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-11","08:14:00","042_22",29,43,431000,438550,323,4.9000001,4.9000001,4.8000002,TRUE,1,0,4319,0.30000001,2.0452786377709,2.24,TRUE,FALSE,"A","2022-02-10","14:04:36","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-11","08:37:44","042_22",29,21,946000,960209,420,3.8,3.8,3.9000001,TRUE,0.5,0,12832,0.30000001,2.96,1.04,TRUE,FALSE,"A","2022-02-10","07:59:07","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-12","09:05:00","043_22",29,44,438000,445622,300,5,5,4.8000002,TRUE,1,0,6143,0.2,2.0055,3.1199999,TRUE,FALSE,"A","2022-02-11","08:14:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-12","08:36:40","043_22",29,21,967000,983933,451,3.4000001,3.9000001,4,TRUE,0.5,0,12196,0.5,3.28522727272727,0.98000002,TRUE,FALSE,"A","2022-02-11","08:37:44","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-12","10:05:40","043_22",29,56,21000,29903,402,3.7,3.7,3.4000001,TRUE,0.5,0,4997,0.2,1.937842039801,1.52,TRUE,FALSE,"A","2022-02-11","10:21:29","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-13","08:05:15","044_22",29,23,30000,43511,360,3.4000001,3.9000001,4,TRUE,0.5,0,12111,0.2,3.28392361111111,0.98000002,TRUE,FALSE,"A","2022-02-12","08:36:40","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-13","08:15:00","044_22",28,41,445000,451876,300,4.8000002,4.9000001,4.6999998,TRUE,1,0,5586,0.30000001,2.0055,2.3,TRUE,FALSE,"A","2022-02-12","09:05:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-13","09:27:56","044_22",29,57,40000,53441,438,3.5999999,3.7,3.5999999,TRUE,0.5,0,4807,0.1,2.68513127853881,1.48,TRUE,FALSE,"A","2022-02-12","10:05:40","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-14","08:05:00","045_22",29,46,452000,459083,300,5,4.8000002,4.6999998,TRUE,1,0,5825,0.30000001,2.065875,2.46,TRUE,FALSE,"A","2022-02-13","08:15:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2020-11-04","12:03:59","309_20",28,42,406000,413939,300,3.5999999,3.5,3.4000001,TRUE,0.5,0,6798,0.30000001,2.31554166666667,1.24,TRUE,FALSE,"A","2020-11-03","11:44:45","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2021-03-21","08:00:00","080_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UCC","2022-02-14","08:39:00","045_22",29,20,53000,64843,300,3.7,3.8,3.7,TRUE,0.5,0,12953,0.30000001,3.45420833333333,0.92000002,TRUE,FALSE,"A","2022-02-13","08:05:15","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-14","09:46:00","045_22",28,56,65000,71715,313,3.7,3.7,3.5,TRUE,0.5,0,5038,0.2,1.877196485623,1.03,TRUE,FALSE,"A","2022-02-13","09:27:56","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-15","08:42:00","046_22",29,43,459000,467844,373,4.9000001,4.8000002,4.5999999,TRUE,1,0,5997,1,2.07466487935657,2.8299999,TRUE,FALSE,"A","2022-02-14","08:05:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-15","10:37:21","046_22",28,54,84000,90363,300,3.5999999,3.5999999,3.5999999,TRUE,0.5,0,5390,0.60000002,1.855875,1.29,TRUE,FALSE,"A","2022-02-14","09:46:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-15","09:12:31","046_22",29,22,72000,83869,300,3.7,3.8,3.8,TRUE,0.5,0,12265,1,3.46179166666667,0.69,TRUE,FALSE,"A","2022-02-14","08:39:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-16","08:43:00","047_22",28,46,468000,475186,300,4.8000002,4.8000002,4.5999999,TRUE,1,0,5718,0.80000001,2.09591666666667,3.8299999,TRUE,FALSE,"A","2022-02-15","08:42:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-16","08:31:56","047_22",29,20,90000,103188,333,3.8,3.8,3.8,TRUE,0.5,0,12318,0.30000001,3.46531531531532,0.63999999,TRUE,FALSE,"A","2022-02-15","09:12:31","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-16","10:11:00","047_22",28,59,103000,112407,450,3.7,3.5999999,3.5999999,TRUE,0.5,0,4649,0.30000001,1.82913888888889,0.93000001,TRUE,FALSE,"A","2022-02-15","10:37:21","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-18","07:00:00","049_22",28,50,515000,522068,311,3.8,3.7,3.5999999,TRUE,0.5,0,5247,0,1.98858520900322,2.5,TRUE,FALSE,"A","2022-02-16","10:11:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-17","10:17:00","048_22",29,20,319000,346164,679,3.7,3.8,3.8,TRUE,0.5,0,13431,0.5,3.50051546391753,0.89999998,TRUE,FALSE,"A","2022-02-16","08:31:56","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-17","07:58:00","048_22",28,40,475000,482182,300,5,4.9000001,4.6999998,TRUE,1,0,5395,1,2.09475,2.6300001,TRUE,FALSE,"A","2022-02-16","08:43:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-17","07:00:00","048_22",28,49,288000,295330,322,3.7,3.5999999,3.5999999,TRUE,0.5,0,4516,0,1.99184782608696,1.1,TRUE,FALSE,"A","2022-02-16","10:11:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-18","09:50:00","049_22",29,21,522000,536036,361,3.5999999,3.7,3.9000001,TRUE,0.5,0,12197,0.30000001,3.40207756232687,0.82999998,TRUE,FALSE,"A","2022-02-17","10:17:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-18","07:35:00","049_22",29,51,482000,488984,300,4.8000002,4.6999998,4.5999999,TRUE,1,0,5343,0.40000001,2.037,2.4400001,TRUE,FALSE,"A","2022-02-17","07:58:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-19","07:36:27","050_22",29,44,489000,499168,431,4.9000001,4.8000002,4.5999999,TRUE,1,0,5723,0.2,2.06426914153132,1.97,TRUE,FALSE,"A","2022-02-18","07:35:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-19","11:28:00","050_22",29,58,549000,556431,328,3.8,3.7,3.4000001,TRUE,0.5,0,5845,0.15000001,1.98235518292683,1.12,TRUE,FALSE,"A","2022-02-18",NA,"sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2021-03-26","08:00:00","085_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UCC","2022-02-19","09:38:05","050_22",29,21,536000,548777,330,3.5999999,3.9000001,3.9000001,TRUE,0.5,0,11528,0.34999999,3.38784090909091,0.88999999,TRUE,FALSE,"A","2022-02-18","09:50:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-20","10:59:57","051_22",29,54,577000,583485,300,3.7,3.7,3.7,TRUE,0.5,0,5026,0.30000001,1.89145833333333,0.95999998,TRUE,FALSE,"A","2022-02-19","11:28:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-20","09:36:50","051_22",29,21,556000,570099,301,3.7,3.8,3.9000001,TRUE,0.5,0,12566,0.2,4.09854651162791,0.63999999,TRUE,FALSE,"A","2022-02-19","09:38:05","partly cloudy","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2022-02-20","07:28:51","051_22",29,46,499000,505842,301,4.8000002,4.6999998,4.5999999,TRUE,1,0,5895,0.2,1.98895348837209,2.25,TRUE,FALSE,"A","2022-02-19","07:36:27","partly cloudy","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2022-02-21","09:33:07","052_22",29,20,583000,594362,300,3.7,3.8,3.9000001,TRUE,0.5,0,12620,0.30000001,3.31391666666667,0.82999998,TRUE,FALSE,"A","2022-02-20","09:36:50","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-02-21","10:52:43","052_22",28,57,594000,600179,300,3.7,3.7,3.7,TRUE,0.5,0,5082,0.2,1.80220833333333,0.70999998,TRUE,FALSE,"A","2022-02-20","10:59:57","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-02","08:00:00","275_21",28,51,491000,498920,330,3.3,3.2,2.9000001,TRUE,1,0,5280,0.80000001,2.1,2.9400001,TRUE,FALSE,"A","2021-10-01","07:34:14","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-03","07:27:38","276_21",28,53,499000,505793,300,3.4000001,3.0999999,2.9000001,TRUE,1,0,5369,0.69999999,1.98129166666667,2.3900001,TRUE,FALSE,"A","2021-10-02","08:00:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-04","09:55:00","277_21",28,54,506000,517198,499,3.2,3.0999999,2.8,TRUE,1,0,5676,0.80000001,1.96357715430862,1.9299999,TRUE,FALSE,"A","2021-10-03","07:27:38","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-05","07:34:00","278_21",28,51,521000,528401,300,3.4000001,3,2.9000001,TRUE,1,0,4789,0.69999999,2.158625,1.76,TRUE,FALSE,"A","2021-10-04","09:55:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-06","08:14:32","279_21",28,52,528000,535669,331,3.4000001,3.2,2.8,TRUE,1,0,5304,2.9000001,2.02730362537764,2.3199999,TRUE,FALSE,"A","2021-10-05","07:34:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-07","07:58:03","280_21",28,52,536000,543215,300,3.4000001,3,2.9000001,TRUE,1,0,5284,1.5,2.104375,2.8699999,TRUE,FALSE,"A","2021-10-06","08:14:32","partly cloudy","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-08","07:44:59","281_21",28,48,543000,550467,312,3.3,2.8,2.9000001,TRUE,1,0,5418,0.89999998,2.09411057692308,3.4100001,TRUE,FALSE,"A","2021-10-07","07:58:03","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-09","08:21:02","282_21",28,48,551000,560473,390,3.4000001,3.0999999,2.9000001,TRUE,1,0,5613,2.5,2.12535256410256,2.78,TRUE,FALSE,"A","2021-10-08","07:44:59","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-10","07:29:01","283_21",28,47,560000,567272,300,3.3,3.0999999,3,TRUE,1,0,5177,0.69999999,2.121,2.4300001,TRUE,FALSE,"A","2021-10-09","08:21:02","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-11","07:33:27","284_21",28,53,567000,574111,303,3.3,2.7,2.8,TRUE,1,0,5143,2,2.05350660066007,2.5699999,TRUE,FALSE,"A","2021-10-10","07:29:01","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-12","09:17:46","285_21",28,48,574000,584062,403,3.0999999,2.8,2.9000001,TRUE,1,0,5878,NA,2.18467741935484,1.76,TRUE,FALSE,"A","2021-10-11","07:33:27","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-13","07:59:43","286_21",28,46,584000,591302,300,3.3,3,3,TRUE,1,0,5257,2.8,2.12975,1.61,TRUE,FALSE,"A","2021-10-12","09:17:46","partly cloudy","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-14","08:20:06","287_21",28,44,591000,598813,311,3.4000001,3.3,3,TRUE,1,0,5823,1.5,2.19819131832797,2.3099999,TRUE,FALSE,"A","2021-10-13","07:59:43","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-15","07:58:09","288_21",28,45,600000,608748,360,3.0999999,3,2.9000001,TRUE,1,0,5963,2.5,2.12625,1.97,TRUE,FALSE,"A","2021-10-14","08:20:06","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-16","10:40:59","289_21",29,45,609000,618797,390,3.4000001,3,2.9000001,TRUE,1,0,6660,1,2.19804487179487,1.62,TRUE,FALSE,"A","2021-10-15","07:58:09","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-17","08:50:53","290_21",28,44,619000,629031,390,3.4000001,3.0999999,2.9000001,TRUE,1,0,5478,1,2.25054487179487,1.99,TRUE,FALSE,"A","2021-10-16","10:40:59","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-18","11:19:59","291_21",28,44,629000,637574,300,3.2,3.4000001,3.2,TRUE,1,0,5992,13,2.50075,2.01,TRUE,FALSE,"A","2021-10-17","08:50:53","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-19","07:59:25","292_21",28,42,638000,645520,300,3.4000001,2.8,3,TRUE,1,0,5770,NA,2.19333333333333,2.8900001,TRUE,FALSE,"A","2021-10-18","11:19:59","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-20","08:04:25","293_21",28,45,646000,653578,300,3.4000001,2.8,3,TRUE,1,0,6178,2.3,2.21025,2.96,TRUE,FALSE,"A","2021-10-19","07:59:25","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-21","08:08:23","294_21",28,41,654000,662043,301,3.5,3.2,3.0999999,TRUE,1,0,6147,1,2.33808139534884,2.98,TRUE,FALSE,"B","2021-10-20","08:04:25","precipitation","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-22","08:08:32","295_21",28,100,662000,668719,336,4.8000002,4.5999999,4.8000002,TRUE,1,0,2363,9.5,1.74973958333333,6.6700001,TRUE,FALSE,"A","2021-10-21","13:30:00","precipitation","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-23","08:36:21","296_21",28,51,668000,674624,303,4.8000002,4.6999998,4.5,TRUE,1,0,5211,9.3999996,1.91287128712871,16.799999,TRUE,FALSE,"A","2021-10-22","17:14:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-24","08:00:00","297_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,33.599998,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBC","2021-10-25","08:00:00","298_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-10-26","14:20:54","299_21",28,40,119000,126631,303,3.5999999,3.5999999,3.7,TRUE,0.5,0,7390,1,2.20367161716172,6.1500001,TRUE,FALSE,"A","2021-10-25","11:43:00","precipitation","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2022-05-15","08:00:00","135_22",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,2.0899999,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UCC","2021-10-26","12:49:36","299_21",28,23,107000,118713,300,3.0999999,3.5999999,3.9000001,TRUE,0.5,0,4038,3,3.41629166666667,2.52,TRUE,FALSE,"A","2021-10-25","10:28:00","precipitation","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-26","08:00:00","299_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,8.7700005,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBC","2021-10-27","13:34:45","300_21",28,43,675000,681814,300,4.6999998,4.6999998,4.5999999,TRUE,1,0,7959,3,1.98741666666667,7.6500001,TRUE,FALSE,"A","2021-10-26","08:58:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2021-10-27","10:50:59","300_21",28,37,140000,147816,300,3.7,3.8,3.7,TRUE,0.5,0,5753,0.2,2.27966666666667,4.6599998,TRUE,FALSE,"A","2021-10-26","14:20:54","partly cloudy","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-28","12:49:13","301_21",28,48,682000,688351,300,4.5,4.5999999,4.5,TRUE,1,0,5241,1.5,1.852375,2.3299999,TRUE,FALSE,"A","2021-10-27","13:34:45","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2021-10-28","10:44:17","301_21",28,39,160000,167743,300,3.7,3.7,3.5999999,TRUE,0.5,0,6771,1,2.258375,2.24,TRUE,FALSE,"A","2021-10-27","10:50:59","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2021-10-28","08:48:16","301_21",28,27,148000,159398,300,3.5999999,3.8,4,TRUE,0.5,0,31,5,3.32441666666667,1.28,TRUE,FALSE,"A","2021-10-27","09:03:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-29","12:34:07","302_21",28,58,689000,695063,300,4.5,4.5999999,4.3000002,TRUE,1,0,4853,2.5,1.768375,2.6900001,TRUE,FALSE,"A","2021-10-28","12:49:13","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2021-10-29","08:49:44","302_21",28,20,168000,179340,300,4.5999999,4.5999999,4.5,TRUE,0.5,0,12561,4,3.3075,1.58,TRUE,FALSE,"A","2021-10-28","08:48:16","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2021-10-29","10:32:04","302_21",28,42,180000,186331,300,3.7,3.7,3.5,TRUE,0.5,0,6399,1.2,1.84654166666667,1.61,TRUE,FALSE,"A","2021-10-28","10:44:17","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-10-30","14:32:11","303_21",28,159,695000,701469,360,4.5,4.5,4.4000001,TRUE,1,0,4456,7,1.57232638888889,1.34,TRUE,FALSE,"A","2021-10-29","12:34:07","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2021-10-30","08:52:30","303_21",29,21,186000,197492,300,3.4000001,3.8,3.9000001,TRUE,0.5,0,12703,4.0999999,3.35183333333333,0.69999999,TRUE,FALSE,"A","2021-10-29","08:49:44","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2021-10-30","11:41:33","303_21",27,42,208000,217465,387,3.5999999,3.7,3.4000001,TRUE,0.5,0,6694,1.2,2.14001937984496,1.3200001,TRUE,FALSE,"A","2021-10-29","10:32:04","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2021-10-31","09:06:48","304_21",28,42,230000,237314,300,3.7,3.5999999,3.5,TRUE,0.5,0,5566,2.5,2.13325,2.25,TRUE,FALSE,"A","2021-10-30","11:41:33","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2020-12-03","10:29:56","338_20",28,38,145000,155282,416,3.2,3.5999999,3.5999999,TRUE,0.5,0,7351,1,2.16268028846154,3,TRUE,FALSE,"A","2020-12-02","09:07:13","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2021-06-25","08:34:21","176_21",28,96,882000,886375,300,3.0999999,3.2,3,TRUE,0.5,0,2340,0.5,1.27604166666667,1.25,TRUE,TRUE,"A","2021-06-24","09:16:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
