"release_id","date_recaptured","release_site","site","number_recaptured","median_fork_length_recaptured","fws_run","hatchery_origin"
"CLR241",2005-02-26,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR241",2005-02-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR242",2005-02-23,"clear creek road bridge","upper clear creek",53,37,NA,NA
"CLR242",2005-02-24,"clear creek road bridge","upper clear creek",3,37,NA,NA
"CLR242",2005-02-25,"clear creek road bridge","upper clear creek",1,37,NA,NA
"CLR242",2005-02-26,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR242",2005-02-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR243",2005-02-26,"vulture bar","lower clear creek",7,36,NA,NA
"CLR243",2005-02-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR243",2005-02-28,"vulture bar","lower clear creek",1,36,NA,NA
"CLR243",2005-03-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR243",2005-03-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR244",2005-02-26,"clear creek road bridge","upper clear creek",47,36,NA,NA
"CLR244",2005-02-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR244",2005-02-28,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR244",2005-03-01,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR244",2005-03-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR245",2005-03-02,"vulture bar","lower clear creek",6,37,NA,NA
"CLR245",2005-03-03,"vulture bar","lower clear creek",1,37,NA,NA
"CLR245",2005-03-04,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR245",2005-03-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR245",2005-03-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR246",2005-03-02,"clear creek road bridge","upper clear creek",32,36,NA,NA
"CLR246",2005-03-03,"clear creek road bridge","upper clear creek",2,36,NA,NA
"CLR246",2005-03-04,"clear creek road bridge","upper clear creek",1,36,NA,NA
"CLR246",2005-03-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR246",2005-03-06,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR247",2005-03-05,"vulture bar","lower clear creek",11,36,NA,NA
"CLR247",2005-03-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR247",2005-03-07,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR247",2005-03-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR247",2005-03-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR248",2005-03-05,"clear creek road bridge","upper clear creek",31,36,NA,NA
"CLR248",2005-03-06,"clear creek road bridge","upper clear creek",1,36,NA,NA
"CLR248",2005-03-07,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR248",2005-03-08,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR248",2005-03-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR249",2005-03-09,"vulture bar","lower clear creek",3,37,NA,NA
"CLR249",2005-03-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR249",2005-03-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR249",2005-03-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR249",2005-03-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR250",2005-03-09,"clear creek road bridge","upper clear creek",17,36,NA,NA
"CLR250",2005-03-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR250",2005-03-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR250",2005-03-12,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR250",2005-03-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR251",2005-03-12,"vulture bar","lower clear creek",2,37.5,NA,NA
"CLR251",2005-03-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR251",2005-03-14,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR251",2005-03-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR251",2005-03-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR252",2005-03-12,"clear creek road bridge","upper clear creek",21,37,NA,NA
"CLR252",2005-03-13,"clear creek road bridge","upper clear creek",2,37,NA,NA
"CLR252",2005-03-14,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR252",2005-03-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR252",2005-03-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR253",2005-03-16,"vulture bar","lower clear creek",2,33,NA,NA
"CLR253",2005-03-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR253",2005-03-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR253",2005-03-19,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR253",2005-03-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR254",2005-03-16,"clear creek road bridge","upper clear creek",9,35,NA,NA
"CLR254",2005-03-17,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR254",2005-03-18,"clear creek road bridge","upper clear creek",1,35,NA,NA
"CLR254",2005-03-19,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR254",2005-03-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR255",2005-03-26,"vulture bar","lower clear creek",1,NA,NA,NA
"CLR255",2005-03-27,"vulture bar","lower clear creek",NA,NA,NA,NA
"CLR255",2005-03-28,"vulture bar","lower clear creek",NA,NA,NA,NA
"CLR255",2005-03-29,"vulture bar","lower clear creek",NA,NA,NA,NA
"CLR255",2005-03-30,"vulture bar","lower clear creek",NA,NA,NA,NA
"CLR256",2005-03-26,"clear creek road bridge","upper clear creek",33,36,NA,NA
"CLR256",2005-03-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR256",2005-03-28,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR256",2005-03-29,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR256",2005-03-30,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR257",2005-03-30,"vulture bar","lower clear creek",33,38,NA,NA
"CLR257",2005-03-31,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR257",2005-04-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR257",2005-04-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR257",2005-04-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR258",2005-03-30,"clear creek road bridge","upper clear creek",33,43,NA,NA
"CLR258",2005-03-31,"clear creek road bridge","upper clear creek",4,43,NA,NA
"CLR258",2005-04-01,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR258",2005-04-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR258",2005-04-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR259",2005-04-02,"clear creek road bridge","upper clear creek",36,38.5,NA,NA
"CLR259",2005-04-03,"clear creek road bridge","upper clear creek",1,38.5,NA,NA
"CLR259",2005-04-04,"clear creek road bridge","upper clear creek",1,38.5,NA,NA
"CLR259",2005-04-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR259",2005-04-06,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR260",2005-04-02,"vulture bar","lower clear creek",21,36,NA,NA
"CLR260",2005-04-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR260",2005-04-04,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR260",2005-04-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR260",2005-04-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR261",2005-04-06,"vulture bar","lower clear creek",31,36,NA,NA
"CLR261",2005-04-07,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR261",2005-04-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR261",2005-04-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR261",2005-04-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR262",2005-04-06,"clear creek road bridge","upper clear creek",34,36,NA,NA
"CLR262",2005-04-07,"clear creek road bridge","upper clear creek",3,36,NA,NA
"CLR262",2005-04-08,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR262",2005-04-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR262",2005-04-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR263",2005-04-09,"vulture bar","lower clear creek",15,37,NA,NA
"CLR263",2005-04-10,"vulture bar","lower clear creek",2,37,NA,NA
"CLR263",2005-04-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR263",2005-04-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR263",2005-04-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR264",2005-04-09,"clear creek road bridge","upper clear creek",25,39,NA,NA
"CLR264",2005-04-10,"clear creek road bridge","upper clear creek",2,39,NA,NA
"CLR264",2005-04-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR264",2005-04-12,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR264",2005-04-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR265",2005-04-13,"clear creek road bridge","upper clear creek",21,53,NA,NA
"CLR265",2005-04-14,"clear creek road bridge","upper clear creek",20,53,NA,NA
"CLR265",2005-04-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR265",2005-04-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR265",2005-04-17,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR266",2005-04-13,"vulture bar","lower clear creek",24,44,NA,NA
"CLR266",2005-04-14,"vulture bar","lower clear creek",6,44,NA,NA
"CLR266",2005-04-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR266",2005-04-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR266",2005-04-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR267",2005-04-16,"vulture bar","lower clear creek",25,48.5,NA,NA
"CLR267",2005-04-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR267",2005-04-18,"vulture bar","lower clear creek",1,48.5,NA,NA
"CLR267",2005-04-19,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR267",2005-04-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR268",2005-04-16,"clear creek road bridge","upper clear creek",11,62,NA,NA
"CLR268",2005-04-17,"clear creek road bridge","upper clear creek",2,62,NA,NA
"CLR268",2005-04-18,"clear creek road bridge","upper clear creek",2,62,NA,NA
"CLR268",2005-04-19,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR268",2005-04-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR269",2005-04-20,"vulture bar","lower clear creek",15,48,NA,NA
"CLR269",2005-04-21,"vulture bar","lower clear creek",1,48,NA,NA
"CLR269",2005-04-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR269",2005-04-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR269",2005-04-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR270",2005-04-20,"clear creek road bridge","upper clear creek",29,53,NA,NA
"CLR270",2005-04-21,"clear creek road bridge","upper clear creek",2,53,NA,NA
"CLR270",2005-04-22,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR270",2005-04-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR270",2005-04-24,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR271",2005-04-23,"clear creek road bridge","upper clear creek",10,57,NA,NA
"CLR271",2005-04-24,"clear creek road bridge","upper clear creek",1,57,NA,NA
"CLR271",2005-04-25,"clear creek road bridge","upper clear creek",2,57,NA,NA
"CLR271",2005-04-26,"clear creek road bridge","upper clear creek",2,57,NA,NA
"CLR271",2005-04-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR272",2005-04-27,"vulture bar","lower clear creek",9,69,NA,NA
"CLR272",2005-04-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR272",2005-04-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR272",2005-04-30,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR272",2005-05-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR273",2005-04-30,"clear creek road bridge","upper clear creek",12,62,NA,NA
"CLR273",2005-05-01,"clear creek road bridge","upper clear creek",2,62,NA,NA
"CLR273",2005-05-02,"clear creek road bridge","upper clear creek",1,62,NA,NA
"CLR273",2005-05-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR273",2005-05-04,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR274",2005-05-04,"vulture bar","lower clear creek",2,65,NA,NA
"CLR274",2005-05-05,"vulture bar","lower clear creek",2,65,NA,NA
"CLR274",2005-05-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR274",2005-05-07,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR274",2005-05-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR275",2005-05-07,"clear creek road bridge","upper clear creek",10,63,NA,NA
"CLR275",2005-05-08,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR275",2005-05-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR275",2005-05-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR275",2005-05-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR276",2005-05-07,"vulture bar","lower clear creek",5,62,NA,NA
"CLR276",2005-05-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR276",2005-05-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR276",2005-05-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR276",2005-05-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR277",2005-05-14,"vulture bar","lower clear creek",3,64,NA,NA
"CLR277",2005-05-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR277",2005-05-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR277",2005-05-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR277",2005-05-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR278",2005-05-14,"clear creek road bridge","upper clear creek",20,59,NA,NA
"CLR278",2005-05-15,"clear creek road bridge","upper clear creek",1,59,NA,NA
"CLR278",2005-05-16,"clear creek road bridge","upper clear creek",2,59,NA,NA
"CLR278",2005-05-17,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR278",2005-05-18,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR279",2005-12-24,"vulture bar","lower clear creek",8,35.5,NA,NA
"CLR279",2005-12-25,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR279",2005-12-26,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR279",2005-12-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR279",2005-12-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR280",2005-12-24,"clear creek road bridge","upper clear creek",3,36,NA,NA
"CLR280",2005-12-25,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR280",2005-12-26,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR280",2005-12-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR280",2005-12-28,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR281",2006-01-07,"clear creek road bridge","upper clear creek",17,35,NA,NA
"CLR281",2006-01-08,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR281",2006-01-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR281",2006-01-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR281",2006-01-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR282",2006-01-12,"clear creek road bridge","upper clear creek",2,37.5,NA,NA
"CLR282",2006-01-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR282",2006-01-14,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR282",2006-01-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR282",2006-01-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR283",2006-01-15,"clear creek road bridge","upper clear creek",6,36,NA,NA
"CLR283",2006-01-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR283",2006-01-17,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR283",2006-01-18,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR283",2006-01-19,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR284",2006-01-21,"vulture bar","lower clear creek",14,35,NA,NA
"CLR284",2006-01-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR284",2006-01-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR284",2006-01-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR284",2006-01-25,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR285",2006-01-21,"clear creek road bridge","upper clear creek",8,36,NA,NA
"CLR285",2006-01-22,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR285",2006-01-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR285",2006-01-24,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR285",2006-01-25,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR286",2006-01-25,"vulture bar","lower clear creek",19,37,NA,NA
"CLR286",2006-01-26,"vulture bar","lower clear creek",2,37,NA,NA
"CLR286",2006-01-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR286",2006-01-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR286",2006-01-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR287",2006-01-25,"clear creek road bridge","upper clear creek",19,37,NA,NA
"CLR287",2006-01-26,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR287",2006-01-27,"clear creek road bridge","upper clear creek",1,37,NA,NA
"CLR287",2006-01-28,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR287",2006-01-29,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR288",2006-01-28,"vulture bar","lower clear creek",10,37,NA,NA
"CLR288",2006-01-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR288",2006-01-30,"vulture bar","lower clear creek",1,37,NA,NA
"CLR288",2006-01-31,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR288",2006-02-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR289",2006-01-28,"clear creek road bridge","upper clear creek",13,36,NA,NA
"CLR289",2006-01-29,"clear creek road bridge","upper clear creek",10,36,NA,NA
"CLR289",2006-01-30,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR289",2006-01-31,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR289",2006-02-01,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR290",2006-02-01,"vulture bar","lower clear creek",21,37,NA,NA
"CLR290",2006-02-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR290",2006-02-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR290",2006-02-04,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR290",2006-02-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR291",2006-02-01,"clear creek road bridge","upper clear creek",15,37,NA,NA
"CLR291",2006-02-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR291",2006-02-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR291",2006-02-04,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR291",2006-02-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR292",2006-02-04,"clear creek road bridge","upper clear creek",9,37,NA,NA
"CLR292",2006-02-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR292",2006-02-06,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR292",2006-02-07,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR292",2006-02-08,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR293",2006-02-04,"vulture bar","lower clear creek",9,36,NA,NA
"CLR293",2006-02-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR293",2006-02-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR293",2006-02-07,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR293",2006-02-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR294",2006-02-08,"vulture bar","lower clear creek",15,36,NA,NA
"CLR294",2006-02-09,"vulture bar","lower clear creek",1,36,NA,NA
"CLR294",2006-02-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR294",2006-02-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR294",2006-02-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR295",2006-02-08,"clear creek road bridge","upper clear creek",10,36,NA,NA
"CLR295",2006-02-09,"clear creek road bridge","upper clear creek",5,36,NA,NA
"CLR295",2006-02-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR295",2006-02-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR295",2006-02-12,"clear creek road bridge","upper clear creek",0,NA,NA,NA
