Date,Time,ºC,ºF
1/30/2022,15:00,8.817,47.8706
1/30/2022,15:30,8.891,48.0038
1/30/2022,16:00,8.916,48.0488
1/30/2022,16:30,8.941,48.0938
1/30/2022,17:00,8.941,48.0938
1/30/2022,17:30,8.916,48.0488
1/30/2022,18:00,8.866,47.9588
1/30/2022,18:30,8.817,47.8706
1/30/2022,19:00,8.767,47.7806
1/30/2022,19:30,8.717,47.6906
1/30/2022,20:00,8.668,47.6024
1/30/2022,20:30,8.618,47.5124
1/30/2022,21:00,8.593,47.4674
1/30/2022,21:30,8.568,47.4224
1/30/2022,22:00,8.543,47.3774
1/30/2022,22:30,8.519,47.3342
1/30/2022,23:00,8.494,47.2892
1/30/2022,23:30,8.469,47.2442
1/31/2022,0:00,8.469,47.2442
1/31/2022,0:30,8.419,47.1542
1/31/2022,1:00,8.394,47.1092
1/31/2022,1:30,8.369,47.0642
1/31/2022,2:00,8.319,46.9742
1/31/2022,2:30,8.27,46.886
1/31/2022,3:00,8.245,46.841
1/31/2022,3:30,8.195,46.751
1/31/2022,4:00,8.145,46.661
1/31/2022,4:30,8.095,46.571
1/31/2022,5:00,8.02,46.436
1/31/2022,5:30,7.97,46.346
1/31/2022,6:00,7.895,46.211
1/31/2022,6:30,7.82,46.076
1/31/2022,7:00,7.77,45.986
1/31/2022,7:30,7.72,45.896
1/31/2022,8:00,7.67,45.806
1/31/2022,8:30,7.619,45.7142
1/31/2022,9:00,7.619,45.7142
1/31/2022,9:30,7.619,45.7142
1/31/2022,10:00,7.695,45.851
1/31/2022,10:30,7.795,46.031
1/31/2022,11:00,7.92,46.256
1/31/2022,11:30,8.07,46.526
1/31/2022,12:00,8.245,46.841
1/31/2022,12:30,8.444,47.1992
1/31/2022,13:00,8.618,47.5124
1/31/2022,13:30,8.817,47.8706
1/31/2022,14:00,8.916,48.0488
1/31/2022,14:30,9.015,48.227
1/31/2022,15:00,9.114,48.4052
1/31/2022,15:30,9.163,48.4934
1/31/2022,16:00,9.139,48.4502
1/31/2022,16:30,9.089,48.3602
1/31/2022,17:00,9.064,48.3152
1/31/2022,17:30,8.99,48.182
1/31/2022,18:00,8.916,48.0488
1/31/2022,18:30,8.817,47.8706
1/31/2022,19:00,8.742,47.7356
1/31/2022,19:30,8.668,47.6024
1/31/2022,20:00,8.618,47.5124
1/31/2022,20:30,8.568,47.4224
1/31/2022,21:00,8.519,47.3342
1/31/2022,21:30,8.469,47.2442
1/31/2022,22:00,8.419,47.1542
1/31/2022,22:30,8.394,47.1092
1/31/2022,23:00,8.369,47.0642
1/31/2022,23:30,8.344,47.0192
2/1/2022,0:00,8.295,46.931
2/1/2022,0:30,8.27,46.886
2/1/2022,1:00,8.22,46.796
2/1/2022,1:30,8.17,46.706
2/1/2022,2:00,8.12,46.616
2/1/2022,2:30,8.07,46.526
2/1/2022,3:00,8.02,46.436
2/1/2022,3:30,7.97,46.346
2/1/2022,4:00,7.895,46.211
2/1/2022,4:30,7.845,46.121
2/1/2022,5:00,7.77,45.986
2/1/2022,5:30,7.695,45.851
2/1/2022,6:00,7.619,45.7142
2/1/2022,6:30,7.519,45.5342
2/1/2022,7:00,7.469,45.4442
2/1/2022,7:30,7.393,45.3074
2/1/2022,8:00,7.318,45.1724
2/1/2022,8:30,7.293,45.1274
2/1/2022,9:00,7.268,45.0824
2/1/2022,9:30,7.242,45.0356
2/1/2022,10:00,7.268,45.0824
2/1/2022,10:30,7.343,45.2174
2/1/2022,11:00,7.419,45.3542
2/1/2022,11:30,7.67,45.806
2/1/2022,12:00,7.67,45.806
2/1/2022,12:30,7.795,46.031
2/1/2022,13:00,7.97,46.346
2/1/2022,13:30,8.095,46.571
2/1/2022,14:00,8.22,46.796
2/1/2022,14:30,8.319,46.9742
2/1/2022,15:00,8.394,47.1092
2/1/2022,15:30,8.419,47.1542
2/1/2022,16:00,8.444,47.1992
2/1/2022,16:30,8.394,47.1092
2/1/2022,17:00,8.344,47.0192
2/1/2022,17:30,8.27,46.886
2/1/2022,18:00,8.145,46.661
2/1/2022,18:30,8.045,46.481
2/1/2022,19:00,7.92,46.256
2/1/2022,19:30,7.795,46.031
2/1/2022,20:00,7.72,45.896
2/1/2022,20:30,7.619,45.7142
2/1/2022,21:00,7.544,45.5792
2/1/2022,21:30,7.519,45.5342
2/1/2022,22:00,7.469,45.4442
2/1/2022,22:30,7.444,45.3992
2/1/2022,23:00,7.419,45.3542
2/1/2022,23:30,7.368,45.2624
2/2/2022,0:00,7.318,45.1724
2/2/2022,0:30,7.318,45.1724
2/2/2022,1:00,7.293,45.1274
2/2/2022,1:30,7.268,45.0824
2/2/2022,2:00,7.268,45.0824
2/2/2022,2:30,7.217,44.9906
2/2/2022,3:00,7.192,44.9456
2/2/2022,3:30,7.142,44.8556
2/2/2022,4:00,7.116,44.8088
2/2/2022,4:30,7.066,44.7188
2/2/2022,5:00,7.015,44.627
2/2/2022,5:30,6.965,44.537
2/2/2022,6:00,6.914,44.4452
2/2/2022,6:30,6.864,44.3552
2/2/2022,7:00,6.813,44.2634
2/2/2022,7:30,6.763,44.1734
2/2/2022,8:00,6.712,44.0816
2/2/2022,8:30,6.712,44.0816
2/2/2022,9:00,6.687,44.0366
2/2/2022,9:30,6.712,44.0816
2/2/2022,10:00,6.763,44.1734
2/2/2022,10:30,6.839,44.3102
2/2/2022,11:00,6.965,44.537
2/2/2022,11:30,7.091,44.7638
2/2/2022,12:00,7.217,44.9906
2/2/2022,12:30,7.444,45.3992
2/2/2022,13:00,7.594,45.6692
2/2/2022,13:30,7.695,45.851
2/2/2022,14:00,7.795,46.031
2/2/2022,14:30,7.92,46.256
2/2/2022,15:00,8.02,46.436
2/2/2022,15:30,8.045,46.481
2/2/2022,16:00,8.02,46.436
2/2/2022,16:30,7.995,46.391
2/2/2022,17:00,7.995,46.391
2/2/2022,17:30,7.97,46.346
2/2/2022,18:00,7.945,46.301
2/2/2022,18:30,7.895,46.211
2/2/2022,19:00,7.87,46.166
2/2/2022,19:30,7.82,46.076
2/2/2022,20:00,7.745,45.941
2/2/2022,20:30,7.695,45.851
2/2/2022,21:00,7.67,45.806
2/2/2022,21:30,7.645,45.761
2/2/2022,22:00,7.619,45.7142
2/2/2022,22:30,7.594,45.6692
2/2/2022,23:00,7.569,45.6242
2/2/2022,23:30,7.544,45.5792
2/3/2022,0:00,7.519,45.5342
2/3/2022,0:30,7.469,45.4442
2/3/2022,1:00,7.444,45.3992
2/3/2022,1:30,7.419,45.3542
2/3/2022,2:00,7.368,45.2624
2/3/2022,2:30,7.343,45.2174
2/3/2022,3:00,7.318,45.1724
2/3/2022,3:30,7.293,45.1274
2/3/2022,4:00,7.268,45.0824
2/3/2022,4:30,7.217,44.9906
2/3/2022,5:00,7.192,44.9456
2/3/2022,5:30,7.142,44.8556
2/3/2022,6:00,7.116,44.8088
2/3/2022,6:30,7.041,44.6738
2/3/2022,7:00,7.015,44.627
2/3/2022,7:30,6.965,44.537
2/3/2022,8:00,6.965,44.537
2/3/2022,8:30,6.94,44.492
2/3/2022,9:00,6.965,44.537
2/3/2022,9:30,7.015,44.627
2/3/2022,10:00,7.116,44.8088
2/3/2022,10:30,7.242,45.0356
2/3/2022,11:00,7.368,45.2624
2/3/2022,11:30,7.519,45.5342
2/3/2022,12:00,7.72,45.896
2/3/2022,12:30,7.92,46.256
2/3/2022,13:00,8.095,46.571
2/3/2022,13:30,8.319,46.9742
2/3/2022,14:00,8.469,47.2442
2/3/2022,14:30,8.643,47.5574
2/3/2022,15:00,8.767,47.7806
2/3/2022,15:30,8.891,48.0038
2/3/2022,16:00,8.941,48.0938
2/3/2022,16:30,8.965,48.137
2/3/2022,17:00,8.965,48.137
2/3/2022,17:30,8.916,48.0488
2/3/2022,18:00,8.891,48.0038
2/3/2022,18:30,8.817,47.8706
2/3/2022,19:00,8.792,47.8256
2/3/2022,19:30,8.717,47.6906
2/3/2022,20:00,8.693,47.6474
2/3/2022,20:30,8.643,47.5574
2/3/2022,21:00,8.618,47.5124
2/3/2022,21:30,8.568,47.4224
2/3/2022,22:00,8.568,47.4224
2/3/2022,22:30,8.519,47.3342
2/3/2022,23:00,8.494,47.2892
2/3/2022,23:30,8.469,47.2442
2/4/2022,0:00,8.419,47.1542
2/4/2022,0:30,8.394,47.1092
2/4/2022,1:00,8.344,47.0192
2/4/2022,1:30,8.295,46.931
2/4/2022,2:00,8.27,46.886
2/4/2022,2:30,8.22,46.796
2/4/2022,3:00,8.17,46.706
2/4/2022,3:30,8.12,46.616
2/4/2022,4:00,8.07,46.526
2/4/2022,4:30,8.02,46.436
2/4/2022,5:00,7.945,46.301
2/4/2022,5:30,7.87,46.166
2/4/2022,6:00,7.795,46.031
2/4/2022,6:30,7.72,45.896
2/4/2022,7:00,7.67,45.806
2/4/2022,7:30,7.619,45.7142
2/4/2022,8:00,7.569,45.6242
2/4/2022,8:30,7.569,45.6242
2/4/2022,9:00,7.544,45.5792
2/4/2022,9:30,7.569,45.6242
2/4/2022,10:00,7.619,45.7142
2/4/2022,10:30,7.72,45.896
2/4/2022,11:00,7.87,46.166
2/4/2022,11:30,8.045,46.481
2/4/2022,12:00,8.22,46.796
2/4/2022,12:30,8.394,47.1092
2/4/2022,13:00,8.593,47.4674
2/4/2022,13:30,8.767,47.7806
2/4/2022,14:00,8.965,48.137
2/4/2022,14:30,9.114,48.4052
2/4/2022,15:00,9.262,48.6716
2/4/2022,15:30,9.336,48.8048
2/4/2022,16:00,9.41,48.938
2/4/2022,16:30,9.41,48.938
2/4/2022,17:00,9.386,48.8948
2/4/2022,17:30,9.312,48.7616
2/4/2022,18:00,9.238,48.6284
2/4/2022,18:30,9.163,48.4934
2/4/2022,19:00,9.114,48.4052
2/4/2022,19:30,9.064,48.3152
2/4/2022,20:00,8.99,48.182
2/4/2022,20:30,8.941,48.0938
2/4/2022,21:00,8.891,48.0038
2/4/2022,21:30,8.866,47.9588
2/4/2022,22:00,8.841,47.9138
2/4/2022,22:30,8.817,47.8706
2/4/2022,23:00,8.792,47.8256
2/4/2022,23:30,8.767,47.7806
2/5/2022,0:00,8.767,47.7806
2/5/2022,0:30,8.767,47.7806
2/5/2022,1:00,8.767,47.7806
2/5/2022,1:30,8.717,47.6906
2/5/2022,2:00,8.693,47.6474
2/5/2022,2:30,8.668,47.6024
2/5/2022,3:00,8.618,47.5124
2/5/2022,3:30,8.568,47.4224
2/5/2022,4:00,8.519,47.3342
2/5/2022,4:30,8.469,47.2442
2/5/2022,5:00,8.394,47.1092
2/5/2022,5:30,8.295,46.931
2/5/2022,6:00,8.22,46.796
2/5/2022,6:30,8.145,46.661
2/5/2022,7:00,8.045,46.481
2/5/2022,7:30,7.97,46.346
2/5/2022,8:00,7.92,46.256
2/5/2022,8:30,7.87,46.166
2/5/2022,9:00,7.87,46.166
2/5/2022,9:30,7.87,46.166
2/5/2022,10:00,7.97,46.346
2/5/2022,10:30,8.095,46.571
2/5/2022,11:00,8.27,46.886
2/5/2022,11:30,8.469,47.2442
2/5/2022,12:00,8.643,47.5574
2/5/2022,12:30,8.841,47.9138
2/5/2022,13:00,9.015,48.227
2/5/2022,13:30,9.213,48.5834
2/5/2022,14:00,9.41,48.938
2/5/2022,14:30,9.558,49.2044
2/5/2022,15:00,9.682,49.4276
2/5/2022,15:30,9.78,49.604
2/5/2022,16:00,9.829,49.6922
2/5/2022,16:30,9.805,49.649
2/5/2022,17:00,9.829,49.6922
2/5/2022,17:30,9.756,49.5608
2/5/2022,18:00,9.706,49.4708
2/5/2022,18:30,9.632,49.3376
2/5/2022,19:00,9.558,49.2044
2/5/2022,19:30,9.485,49.073
2/5/2022,20:00,9.41,48.938
2/5/2022,20:30,9.312,48.7616
2/5/2022,21:00,9.238,48.6284
2/5/2022,21:30,9.163,48.4934
2/5/2022,22:00,9.114,48.4052
2/5/2022,22:30,9.089,48.3602
2/5/2022,23:00,9.04,48.272
2/5/2022,23:30,9.015,48.227
2/6/2022,0:00,8.965,48.137
2/6/2022,0:30,8.941,48.0938
2/6/2022,1:00,8.891,48.0038
2/6/2022,1:30,8.866,47.9588
2/6/2022,2:00,8.817,47.8706
2/6/2022,2:30,8.742,47.7356
2/6/2022,3:00,8.668,47.6024
2/6/2022,3:30,8.618,47.5124
2/6/2022,4:00,8.543,47.3774
2/6/2022,4:30,8.469,47.2442
2/6/2022,5:00,8.369,47.0642
2/6/2022,5:30,8.295,46.931
2/6/2022,6:00,8.195,46.751
2/6/2022,6:30,8.095,46.571
2/6/2022,7:00,8.02,46.436
2/6/2022,7:30,7.945,46.301
2/6/2022,8:00,7.87,46.166
2/6/2022,8:30,7.82,46.076
2/6/2022,9:00,7.82,46.076
2/6/2022,9:30,7.87,46.166
2/6/2022,10:00,7.97,46.346
2/6/2022,10:30,8.095,46.571
2/6/2022,11:00,8.27,46.886
2/6/2022,11:30,8.469,47.2442
2/6/2022,12:00,8.668,47.6024
2/6/2022,12:30,8.866,47.9588
2/6/2022,13:00,9.064,48.3152
2/6/2022,13:30,9.312,48.7616
2/6/2022,14:00,9.485,49.073
2/6/2022,14:30,9.657,49.3826
2/6/2022,15:00,9.829,49.6922
2/6/2022,15:30,9.928,49.8704
2/6/2022,16:00,10.001,50.0018
2/6/2022,16:30,10.026,50.0468
2/6/2022,17:00,10.026,50.0468
2/6/2022,17:30,10.001,50.0018
2/6/2022,18:00,9.952,49.9136
2/6/2022,18:30,9.903,49.8254
2/6/2022,19:00,9.829,49.6922
2/6/2022,19:30,9.756,49.5608
2/6/2022,20:00,9.682,49.4276
2/6/2022,20:30,9.608,49.2944
2/6/2022,21:00,9.534,49.1612
2/6/2022,21:30,9.485,49.073
2/6/2022,22:00,9.46,49.028
2/6/2022,22:30,9.435,48.983
2/6/2022,23:00,9.41,48.938
2/6/2022,23:30,9.361,48.8498
2/7/2022,0:00,9.361,48.8498
2/7/2022,0:30,9.336,48.8048
2/7/2022,1:00,9.312,48.7616
2/7/2022,1:30,9.262,48.6716
2/7/2022,2:00,9.213,48.5834
2/7/2022,2:30,9.163,48.4934
2/7/2022,3:00,9.114,48.4052
2/7/2022,3:30,9.04,48.272
2/7/2022,4:00,8.965,48.137
2/7/2022,4:30,8.866,47.9588
2/7/2022,5:00,8.792,47.8256
2/7/2022,5:30,8.693,47.6474
2/7/2022,6:00,8.618,47.5124
2/7/2022,6:30,8.519,47.3342
2/7/2022,7:00,8.419,47.1542
2/7/2022,7:30,8.319,46.9742
2/7/2022,8:00,8.27,46.886
2/7/2022,8:30,8.195,46.751
2/7/2022,9:00,8.17,46.706
2/7/2022,9:30,8.22,46.796
2/7/2022,10:00,8.27,46.886
2/7/2022,10:30,8.394,47.1092
2/7/2022,11:00,8.543,47.3774
2/7/2022,11:30,8.717,47.6906
2/7/2022,12:00,8.916,48.0488
2/7/2022,12:30,9.114,48.4052
2/7/2022,13:00,9.312,48.7616
2/7/2022,13:30,9.509,49.1162
2/7/2022,14:00,9.706,49.4708
2/7/2022,14:30,9.829,49.6922
2/7/2022,15:00,10.001,50.0018
2/7/2022,15:30,10.1,50.18
2/7/2022,16:00,10.149,50.2682
2/7/2022,16:30,10.149,50.2682
2/7/2022,17:00,10.124,50.2232
2/7/2022,17:30,10.1,50.18
2/7/2022,18:00,10.001,50.0018
2/7/2022,18:30,9.952,49.9136
2/7/2022,19:00,9.879,49.7822
2/7/2022,19:30,9.805,49.649
2/7/2022,20:00,9.706,49.4708
2/7/2022,20:30,9.632,49.3376
2/7/2022,21:00,9.558,49.2044
2/7/2022,21:30,9.509,49.1162
2/7/2022,22:00,9.485,49.073
2/7/2022,22:30,9.46,49.028
2/7/2022,23:00,9.41,48.938
2/7/2022,23:30,9.41,48.938
2/8/2022,0:00,9.386,48.8948
2/8/2022,0:30,9.361,48.8498
2/8/2022,1:00,9.312,48.7616
2/8/2022,1:30,9.287,48.7166
2/8/2022,2:00,9.238,48.6284
2/8/2022,2:30,9.188,48.5384
2/8/2022,3:00,9.139,48.4502
2/8/2022,3:30,9.064,48.3152
2/8/2022,4:00,8.99,48.182
2/8/2022,4:30,8.916,48.0488
2/8/2022,5:00,8.841,47.9138
2/8/2022,5:30,8.767,47.7806
2/8/2022,6:00,8.668,47.6024
2/8/2022,6:30,8.593,47.4674
2/8/2022,7:00,8.519,47.3342
2/8/2022,7:30,8.469,47.2442
2/8/2022,8:00,8.419,47.1542
2/8/2022,8:30,8.394,47.1092
2/8/2022,9:00,8.419,47.1542
2/8/2022,9:30,8.494,47.2892
2/8/2022,10:00,8.618,47.5124
2/8/2022,10:30,8.767,47.7806
2/8/2022,11:00,8.941,48.0938
2/8/2022,11:30,9.163,48.4934
2/8/2022,12:00,9.361,48.8498
2/8/2022,12:30,9.583,49.2494
2/8/2022,13:00,9.805,49.649
2/8/2022,13:30,10.001,50.0018
2/8/2022,14:00,10.198,50.3564
2/8/2022,14:30,10.369,50.6642
2/8/2022,15:00,10.492,50.8856
2/8/2022,15:30,10.614,51.1052
2/8/2022,16:00,10.687,51.2366
2/8/2022,16:30,10.712,51.2816
2/8/2022,17:00,10.712,51.2816
2/8/2022,17:30,10.687,51.2366
2/8/2022,18:00,10.638,51.1484
2/8/2022,18:30,10.59,51.062
2/8/2022,19:00,10.516,50.9288
2/8/2022,19:30,10.443,50.7974
2/8/2022,20:00,10.345,50.621
2/8/2022,20:30,10.271,50.4878
2/8/2022,21:00,10.198,50.3564
2/8/2022,21:30,10.149,50.2682
2/8/2022,22:00,10.1,50.18
2/8/2022,22:30,10.1,50.18
2/8/2022,23:00,10.051,50.0918
2/8/2022,23:30,10.001,50.0018
2/9/2022,0:00,10.001,50.0018
2/9/2022,0:30,9.952,49.9136
2/9/2022,1:00,9.928,49.8704
2/9/2022,1:30,9.879,49.7822
2/9/2022,2:00,9.854,49.7372
2/9/2022,2:30,9.805,49.649
2/9/2022,3:00,9.731,49.5158
2/9/2022,3:30,9.657,49.3826
2/9/2022,4:00,9.583,49.2494
2/9/2022,4:30,9.509,49.1162
2/9/2022,5:00,9.435,48.983
2/9/2022,5:30,9.361,48.8498
2/9/2022,6:00,9.287,48.7166
2/9/2022,6:30,9.213,48.5834
2/9/2022,7:00,9.114,48.4052
2/9/2022,7:30,9.064,48.3152
2/9/2022,8:00,9.015,48.227
2/9/2022,8:30,8.99,48.182
2/9/2022,9:00,8.99,48.182
2/9/2022,9:30,9.015,48.227
2/9/2022,10:00,9.114,48.4052
2/9/2022,10:30,9.287,48.7166
2/9/2022,11:00,9.485,49.073
2/9/2022,11:30,9.608,49.2944
2/9/2022,12:00,9.756,49.5608
2/9/2022,12:30,9.952,49.9136
2/9/2022,13:00,10.198,50.3564
2/9/2022,13:30,10.394,50.7092
2/9/2022,14:00,10.59,51.062
2/9/2022,14:30,10.785,51.413
2/9/2022,15:00,10.956,51.7208
2/9/2022,15:30,11.102,51.9836
2/9/2022,16:00,11.175,52.115
2/9/2022,16:30,11.224,52.2032
2/9/2022,17:00,11.248,52.2464
2/9/2022,17:30,11.224,52.2032
2/9/2022,18:00,11.2,52.16
2/9/2022,18:30,11.151,52.0718
2/9/2022,19:00,11.102,51.9836
2/9/2022,19:30,11.029,51.8522
2/9/2022,20:00,10.98,51.764
2/9/2022,20:30,10.932,51.6776
2/9/2022,21:00,10.883,51.5894
2/9/2022,21:30,10.834,51.5012
2/9/2022,22:00,10.785,51.413
2/9/2022,22:30,10.761,51.3698
2/9/2022,23:00,10.736,51.3248
2/9/2022,23:30,10.712,51.2816
2/10/2022,0:00,10.712,51.2816
2/10/2022,0:30,10.687,51.2366
2/10/2022,1:00,10.687,51.2366
2/10/2022,1:30,10.638,51.1484
2/10/2022,2:00,10.59,51.062
2/10/2022,2:30,10.541,50.9738
2/10/2022,3:00,10.492,50.8856
2/10/2022,3:30,10.418,50.7524
2/10/2022,4:00,10.345,50.621
2/10/2022,4:30,10.271,50.4878
2/10/2022,5:00,10.173,50.3114
2/10/2022,5:30,10.1,50.18
2/10/2022,6:00,10.001,50.0018
2/10/2022,6:30,9.928,49.8704
2/10/2022,7:00,9.854,49.7372
2/10/2022,7:30,9.805,49.649
2/10/2022,8:00,9.731,49.5158
2/10/2022,8:30,9.706,49.4708
2/10/2022,9:00,9.706,49.4708
2/10/2022,9:30,9.731,49.5158
2/10/2022,10:00,9.829,49.6922
2/10/2022,10:30,9.977,49.9586
2/10/2022,11:00,10.149,50.2682
2/10/2022,11:30,10.345,50.621
2/10/2022,12:00,10.541,50.9738
2/10/2022,12:30,10.761,51.3698
2/10/2022,13:00,10.98,51.764
2/10/2022,13:30,11.175,52.115
2/10/2022,14:00,11.37,52.466
2/10/2022,14:30,11.54,52.772
2/10/2022,15:00,11.686,53.0348
2/10/2022,15:30,11.783,53.2094
2/10/2022,16:00,11.856,53.3408
2/10/2022,16:30,11.88,53.384
2/10/2022,17:00,11.88,53.384
2/10/2022,17:30,11.856,53.3408
2/10/2022,18:00,11.807,53.2526
2/10/2022,18:30,11.734,53.1212
2/10/2022,19:00,11.686,53.0348
2/10/2022,19:30,11.589,52.8602
2/10/2022,20:00,11.516,52.7288
2/10/2022,20:30,11.443,52.5974
2/10/2022,21:00,11.37,52.466
2/10/2022,21:30,11.321,52.3778
2/10/2022,22:00,11.273,52.2914
2/10/2022,22:30,11.248,52.2464
2/10/2022,23:00,11.224,52.2032
2/10/2022,23:30,11.175,52.115
2/11/2022,0:00,11.175,52.115
2/11/2022,0:30,11.127,52.0286
2/11/2022,1:00,11.127,52.0286
2/11/2022,1:30,11.078,51.9404
2/11/2022,2:00,11.029,51.8522
2/11/2022,2:30,10.98,51.764
2/11/2022,3:00,10.883,51.5894
2/11/2022,3:30,10.81,51.458
2/11/2022,4:00,10.736,51.3248
2/11/2022,4:30,10.638,51.1484
2/11/2022,5:00,10.541,50.9738
2/11/2022,5:30,10.443,50.7974
2/11/2022,6:00,10.32,50.576
2/11/2022,6:30,10.222,50.3996
2/11/2022,7:00,10.1,50.18
2/11/2022,7:30,10.026,50.0468
2/11/2022,8:00,9.952,49.9136
2/11/2022,8:30,9.903,49.8254
2/11/2022,9:00,9.879,49.7822
2/11/2022,9:30,9.903,49.8254
2/11/2022,10:00,9.977,49.9586
2/11/2022,10:30,10.124,50.2232
2/11/2022,11:00,10.296,50.5328
2/11/2022,11:30,10.492,50.8856
2/11/2022,12:00,10.687,51.2366
2/11/2022,12:30,10.883,51.5894
2/11/2022,13:00,11.127,52.0286
2/11/2022,13:30,11.321,52.3778
2/11/2022,14:00,11.516,52.7288
2/11/2022,14:30,11.662,52.9916
2/11/2022,15:00,11.783,53.2094
2/11/2022,15:30,11.88,53.384
2/11/2022,16:00,11.953,53.5154
2/11/2022,16:30,11.977,53.5586
2/11/2022,17:00,11.929,53.4722
2/11/2022,17:30,11.929,53.4722
2/11/2022,18:00,11.832,53.2976
2/11/2022,18:30,11.759,53.1662
2/11/2022,19:00,11.662,52.9916
2/11/2022,19:30,11.589,52.8602
2/11/2022,20:00,11.516,52.7288
2/11/2022,20:30,11.419,52.5542
2/11/2022,21:00,11.37,52.466
2/11/2022,21:30,11.297,52.3346
2/11/2022,22:00,11.248,52.2464
2/11/2022,22:30,11.224,51.9836
2/11/2022,23:00,11.2,51.9836
2/11/2022,23:30,11.151,52.0718
2/12/2022,0:00,11.127,52.0286
2/12/2022,0:30,11.102,51.9836
2/12/2022,1:00,11.053,51.8954
2/12/2022,1:30,11.005,51.809
2/12/2022,2:00,10.932,51.6776
2/12/2022,2:30,10.883,51.5894
2/12/2022,3:00,10.785,51.413
2/12/2022,3:30,10.687,51.2366
2/12/2022,4:00,10.59,51.062
2/12/2022,4:30,10.492,50.8856
2/12/2022,5:00,10.369,50.6642
2/12/2022,5:30,10.247,50.4446
2/12/2022,6:00,10.149,50.2682
2/12/2022,6:30,10.026,50.0468
2/12/2022,7:00,9.903,49.8254
2/12/2022,7:30,9.805,49.649
2/12/2022,8:00,9.706,49.4708
2/12/2022,8:30,9.657,49.3826
2/12/2022,9:00,9.608,49.2944
2/12/2022,9:30,9.657,49.3826
2/12/2022,10:00,9.731,49.5158
2/12/2022,10:30,9.854,49.7372
2/12/2022,11:00,10.026,50.0468
2/12/2022,11:30,10.173,50.3114
2/12/2022,12:00,10.394,50.7092
2/12/2022,12:30,10.59,51.062
2/12/2022,13:00,10.785,51.413
2/12/2022,13:30,10.956,51.7208
2/12/2022,14:00,11.127,52.0286
2/12/2022,14:30,11.273,52.2914
2/12/2022,15:00,11.443,52.5974
2/12/2022,15:30,11.516,52.7288
2/12/2022,16:00,11.565,52.817
2/12/2022,16:30,11.565,52.817
2/12/2022,17:00,11.589,52.8602
2/12/2022,17:30,11.516,52.7288
2/12/2022,18:00,11.443,52.5974
2/12/2022,18:30,11.394,52.5092
2/12/2022,19:00,11.297,52.3346
2/12/2022,19:30,11.224,52.2032
2/12/2022,20:00,11.151,52.0718
2/12/2022,20:30,11.053,51.8954
2/12/2022,21:00,11.005,51.809
2/12/2022,21:30,10.932,51.6776
2/12/2022,22:00,10.883,51.5894
2/12/2022,22:30,10.858,51.5444
2/12/2022,23:00,10.834,51.5012
2/12/2022,23:30,10.785,51.413
2/13/2022,0:00,10.785,51.413
2/13/2022,0:30,10.736,51.3248
2/13/2022,1:00,10.687,51.2366
2/13/2022,1:30,10.638,51.1484
2/13/2022,2:00,10.59,51.062
2/13/2022,2:30,10.492,50.8856
2/13/2022,3:00,10.418,50.7524
2/13/2022,3:30,10.32,50.576
2/13/2022,4:00,10.222,50.3996
2/13/2022,4:30,10.124,50.2232
2/13/2022,5:00,10.026,50.0468
2/13/2022,5:30,9.928,49.8704
2/13/2022,6:00,9.805,49.649
2/13/2022,6:30,9.731,49.5158
2/13/2022,7:00,9.608,49.2944
2/13/2022,7:30,9.558,49.2044
2/13/2022,8:00,9.287,48.7166
2/13/2022,8:30,9.435,48.983
2/13/2022,9:00,9.435,48.983
2/13/2022,9:30,9.485,49.073
2/13/2022,10:00,9.558,49.2044
2/13/2022,10:30,9.706,49.4708
2/13/2022,11:00,9.879,49.7822
2/13/2022,11:30,10.026,50.0468
2/13/2022,12:00,10.247,50.4446
2/13/2022,12:30,10.467,50.8406
2/13/2022,13:00,10.663,51.1934
2/13/2022,13:30,10.858,51.5444
2/13/2022,14:00,11.078,51.9404
2/13/2022,14:30,11.224,52.2032
2/13/2022,15:00,11.37,52.466
2/13/2022,15:30,11.467,52.6406
2/13/2022,16:00,11.589,52.8602
2/13/2022,16:30,11.565,52.817
2/13/2022,17:00,11.565,52.817
2/13/2022,17:30,11.516,52.7288
2/13/2022,18:00,11.467,52.6406
2/13/2022,18:30,11.37,52.466
2/13/2022,19:00,11.297,52.3346
2/13/2022,19:30,11.224,52.2032
2/13/2022,20:00,11.151,52.0718
2/13/2022,20:30,11.102,51.9836
2/13/2022,21:00,11.029,51.8522
2/13/2022,21:30,10.98,51.764
2/13/2022,22:00,10.932,51.6776
2/13/2022,22:30,10.932,51.6776
2/13/2022,23:00,10.883,51.5894
2/13/2022,23:30,10.883,51.5894
2/14/2022,0:00,10.883,51.5894
2/14/2022,0:30,10.883,51.5894
2/14/2022,1:00,10.834,51.5012
2/14/2022,1:30,10.785,51.413
2/14/2022,2:00,10.736,51.3248
2/14/2022,2:30,10.687,51.2366
2/14/2022,3:00,10.638,51.1484
2/14/2022,3:30,10.541,50.9738
2/14/2022,4:00,10.492,50.8856
2/14/2022,4:30,10.418,50.7524
2/14/2022,5:00,10.345,50.621
2/14/2022,5:30,10.271,50.4878
2/14/2022,6:00,10.222,50.3996
2/14/2022,6:30,10.124,50.2232
2/14/2022,7:00,10.051,50.0918
2/14/2022,7:30,10.026,50.0468
2/14/2022,8:00,9.977,49.9586
2/14/2022,8:30,9.928,49.8704
2/14/2022,9:00,9.952,49.9136
